,DRUG_NAME,DRUG_NAME_ALT,SMILES,drug_id
2731005,IIIA:12:H,,OC(/C(CC/C=C1CCCCC/1)=C2[C@@H](OC(C)=O)C[C@]3(C)[C@@]4(C)CC[C@@]5([H])[C@H](C)[C@H](O)CC[C@]5(C)[C@]4([H])[C@H](O)C[C@]3\2[H])=O,26962.0
2731021,IIIA:12:I,,OC(/C(CC/C=C(C)/C)=C1[C@@H](OC(C)=O)C[C@]2(C)[C@@]3(C)CC[C@@]4([H])[C@H](C)[C@H](OC(C5=NC=CN=C5)=O)CC[C@]4(C)[C@]3([H])[C@H](OC(C6=NC=CN=C6)=O)C[C@]2\1[H])=O,26963.0
2731037,IIIA:12:J,,OC(/C(CC/C=C1CCCC/1)=C2[C@@H](OC(C)=O)C[C@]3(C)[C@@]4(C)CC[C@@]5([H])[C@H](C)[C@H](O)CC[C@]5(C)[C@]4([H])[C@H](O)C[C@]3\2[H])=O,26964.0
2731053,IIIA:4:C,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4CC5)[C@H]4C5=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26965.0
2731069,IIIA:4:E,,O=C1C2=CC3=C(OCO3)C=C2C4=C5N1CC[C@@H]5CCN(CC6=CC=CC=C6)C4,26966.0
2731085,IIIA:4:F,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4)[C@H]4C(CCN=[N+]=[N-])=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26967.0
2731101,IIIA:5:C,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4CC5)[C@H]4[C@@]5([H])C[C@H](OC(C)=O)[C@H]1OC(C)=O,26968.0
2731117,IIIA:5:D,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(OCC5=CC=CC=C5)=O)[C@H]4C(CCN6N=NC(C7=CC=CC=C7)=C6)=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26969.0
2731133,IIIA:5:E,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(OCC5=CC=CC=C5)=O)[C@H]4C(CCN=[N+]=[N-])=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26970.0
2731149,IIIA:5:F,,O[C@@H]1[C@@H](O)C=C2[C@@H]3[C@]1([H])C4=CC(C5=CC=CC=C5)=C(C6=CC=CC=C6)C=C4CN3CC2,26971.0
2731165,IIIA:6:C,,O[C@@H]1[C@@H](O)C=C2[C@@H]3[C@]1([H])C4=CC(O)=C(O)C=C4CN3CC2,26972.0
2731181,IIIA:6:D,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(OCC5=CC=CC=C5)=O)[C@H]4C(CCN6N=NC(CNC(OC(C)(C)C)=O)=C6)=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26973.0
2731197,IIIA:6:E,,O[C@@H]1[C@@H](O)C=C(C=C)[C@@H]2[C@]1([H])C3=CC(OCO4)=C4C=C3CN2C(OCC5=CC=CC=C5)=O,26974.0
2731213,IIIA:6:F,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4CC5)[C@H]4[C@@]5([H])CC[C@H]1OC(C)=O,26975.0
2731229,IIIA:7:C,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(OCC5=CC=CC=C5)=O)[C@H]4C(CCNC6=CC=CC=C6)=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26976.0
2731245,IIIA:7:D,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(OCC5=CC=CC=C5)=O)[C@H]4C(CCN)=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26977.0
2731261,IIIA:7:E,,O=C(C1)C[C@]2([H])[C@]3([H])[C@]1([H])C4=CC(OCO5)=C5C=C4C[N@+]3([O-])CC2,26978.0
2731277,IIIA:7:F,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(OCC5=CC=CC=C5)=O)[C@H]4C(CCN6CCOCC6)=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26979.0
2731293,IIIA:8:C,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(O5)=O)[C@H]4[C@@]5(CCN6CCOCC6)C=C[C@H]1OC(C)=O,26980.0
2731309,IIIA:8:D,,[H][C@]1(C2=CC(OCO3)=C3C=C2C(N4CC5)=O)[C@H]4C5=C[C@H](OC(C)=O)[C@H]1OC(C)=O,26981.0
2731325,IIIA:8:E,,O[C@@H]1[C@@H](O)C=C2[C@@H]3[C@]1([H])C4=CC(OS(=O)(C(F)(F)F)=O)=C(C5=CC=CS5)C=C4CN3CC2,26982.0
2731341,IIIA:8:F,,[H][C@]1(C2=CC(OCO3)=C3C=C2CN4C(O5)=O)[C@H]4[C@@]5(CCN=[N+]=[N-])C=C[C@H]1OC(C)=O,26983.0
2731357,IIIA:9:C,,O=C1CC[C@@]2([H])[C@]3([H])CCC4=CC(OS(=O)(C(F)(F)F)=O)=CC=C4[C@@]3([H])CC[C@@]21C,26984.0
2731373,IIIA:9:D,,O=C1O[C@H]2C3=C(C)C(CNC(OC(C)(C)C)=O)=CC(C)=C3CC[C@@]2([H])[C@@H]1C,26985.0
2731389,IIIA:9:E,,O=C1CC[C@@]2([H])[C@]3([H])CCC4=CC(CNC(OC(C)(C)C)=O)=CC=C4[C@@]3([H])CC[C@@]21C,26986.0
2731405,IIIA:9:F,,O=C1O[C@H]2C3=C(C)C(OC(C)=O)=CC(C)=C3CC[C@@]2([H])[C@@H]1C,26987.0
2731421,IIIA:10:C,,O=C1CC[C@@]2([H])[C@]3([H])CCC4=CC(C5=CC=C[N+](C)=C5)=CC=C4[C@@]3([H])CC[C@@]21C.[I-],26988.0
2731437,IIIA:10:D,,O=C1CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(CNC(OC(C)(C)C)=O)=O)=CC=C4[C@@]3([H])CC[C@@]21C,26989.0
2731453,IIIA:10:E,,O=C1O[C@H]2C3=C(C)C(OC(CNC(OC(C)(C)C)=O)=O)=CC(C)=C3CC[C@@]2([H])[C@@H]1C,26990.0
2731469,IIIA:10:F,,[H][C@@]12[C@]([C@](C[C@H](OC(C)=O)/C3=C(C(O/N=C(N)/CNC)=O)/CC/C=C(C)/C)(C)[C@@]3([H])C[C@H]2O)(C)CC[C@@]4([H])[C@H](C)[C@H](O)CC[C@@]41C,26991.0
2731485,IIIA:11:C,,[H][C@@]12[C@]([C@](C[C@H](OC(C)=O)/C3=C(C(O/N=C(N)/C4=CC=CC=C4)=O)/CC/C=C(C)/C)(C)[C@@]3([H])C[C@H]2O)(C)CC[C@@]5([H])[C@H](C)[C@H](O)CC[C@@]51C,26992.0
2731501,IIIA:11:D,,[H][C@@]12[C@]([C@](C[C@H](OC(C)=O)/C3=C(C(O4)=NNC4=O)/CC/C=C(C)/C)(C)[C@@]3([H])C[C@H]2O)(C)CC[C@@]5([H])[C@H](C)[C@H](O)CC[C@@]51C,26993.0
2731517,IIIA:11:E,,[H][C@@]12[C@]([C@](C[C@H](OC(C)=O)/C3=C(C(NS(=O)(C)=O)=O)/CC/C=C(C)/C)(C)[C@@]3([H])C[C@H]2O)(C)CC[C@@]4([H])[C@H](C)[C@H](O)CC[C@@]41C,26994.0
2731533,IIIA:11:F,,[H][C@@]12[C@]([C@](C[C@H](OC(C)=O)/C3=C(C(O)=O)/CC/C=C(C)/C)(C)[C@@]3([H])C[C@H]2OC(C)=O)(C)CC[C@@]4([H])[C@H](C)[C@H](OC(C)=O)CC[C@@]41C,26995.0
2731549,IIIA:12:C,,OC(/C(CC/C=C(C)/C)=C1[C@@H](OC(C)=O)C[C@]([C@@]\1([H])C2)(C)[C@@]3(C)CC[C@@]4([H])[C@H](C)C(CC[C@]4(C)[C@]3([H])C2=O)=O)=O,26996.0
2731565,IIIA:12:D,,O=C(OC)/C(CC/C=C(C)/C)=C1[C@@H](OC(C)=O)C[C@]2(C)[C@@]3(C)CC[C@@]4([H])[C@H](C)[C@H](O)CC[C@]4(C)[C@]3([H])[C@H](O)C[C@]2\1[H],26997.0
2731581,IIIA:12:E,,O=C(OCOC(C(C)(C)C)=O)/C(CC/C=C(C)/C)=C1[C@@H](OC(C)=O)C[C@]2(C)[C@@]3(C)CC[C@@]4([H])[C@H](C)[C@H](O)CC[C@]4(C)[C@]3([H])[C@H](O)C[C@]2\1[H],26998.0
2731597,IIIA:12:F,,OC(/C(CC/C=C(C)/C)=C1[C@@H](OC(C)=O)C[C@]([C@@]\1([H])C2)(C)[C@@]3(C)CC[C@@]4([H])[C@H](C)[C@H](O)CC[C@]4(C)[C@]3([H])C2=O)=O,26999.0
2731613,IB:4:K,,[H][C@@]12[C@]3([C@H](C)CC2)[C@](C(CC3)=O)(C)C(C1(C)C)=O,27000.0
2731629,IB:4:M,,O[C@@]1(C)CC[C@@H]2[C@]31C[C@@H]([C@@](OC(C)=O)(C)CC3)C2(C)C,27001.0
2731645,IB:4:N,,C[C@]1(OC(C)=O)CC[C@@H]2[C@]31C[C@@H]([C@@](OC(C)=O)(C)CC3)C2(C)C,27002.0
2731661,IB:5:K,,OC1=C2C(C[C@H]3[C@]4([H])[C@@]2(CCN3C)C[C@@H](N)[C@H](OC)C4)=CC=C1OC,27003.0
2731677,IB:5:L,,O[C@H]([C@H]1[N@](C[C@@H]2C=C)CC[C@H]2C1)C3=CC=NC4=C3C=C(OC)C=C4,27004.0
2731693,IB:5:M,,C=C1[C@@]2(O)C[C@]3(C1)[C@@H](CN)C4=C(C)C=CC=C4[C@@]3([H])CC2,27005.0
2731709,IB:5:N,,OC1=C2C(C([C@H]3[C@](C=C4OC)([H])[C@@]2(CCN3C)CC4=NO)=O)=CC=C1OC,27006.0
2731725,IB:6:K,,OC1=C2C(C=C[C@](C=C3OC)(CC[N+]([O-])(C)C)C2=CC3=O)=CC=C1OC,27007.0
2731741,IB:6:L,,O=C1C2=CC=C(OC)C(O)=C2[C@@]3(CC[N+]([O-])(C)C)C(C=C(OC)C(C3)=O)=C1,27008.0
2731757,IB:6:M,,O=C1C2=CC=C(OC)C(O)=C2[C@@]3(CCNC)C(C=C(OC)C(C3)=O)=C1,27009.0
2731773,IB:6:N,,OC1=C2C(C([C@H]3[C@](C=C4OC)([H])[C@@]2(CCN3C)CC4=NO)=NO)=CC=C1OC,27010.0
2731789,IB:7:K,,C[C@@H]1CC[C@]2([H])[C@]34[C@@]1([H])C[C@@H](OS(N)(=O)=O)[C@](O4)(C)O[C@]3([H])OC([C@@H]2C)=O,27011.0
2731805,IB:7:L,,C[C@@H]1[C@H](Cl)C[C@]2([H])[C@]34[C@@]1([H])CC[C@](OO4)(C)O[C@@]3([H])OC([C@@H]2C)=O,27012.0
2731821,IB:7:M,,C[C@@H]1C(Cl)C[C@]2([H])[C@]34[C@@]1([H])CC[C@](O4)(C)O[C@]3([H])OC([C@@H]2C)=O,27013.0
2731837,IB:7:N,,C[C@@H]1CC[C@H]2[C@@]3(OC[C@@H]2C)C[C@@H](O)CC[C@]31[H],27014.0
2731853,IB:8:K,,C[C@@]12C(CC(N=[N+]=[N-])C3=C2C=CC(C(C)C)=C3)[C@](C)(C(OC)=O)CCC1,27015.0
2731869,IB:8:L,,C[C@@]12C(CC(N)C3=C2C=CC(C(C)C)=C3)[C@](C)(C(OC)=O)CCC1,27016.0
2731885,IB:8:M,,O=C1C=C(C)[C@](CCC(N)=O)([H])[C@]2([H])CCC([C@@](CC3)(C)[C@]21[H])=CNC3=O,27017.0
2731901,IB:8:N,,C[C@@]12[C@](C[C@@H](O)[C@@]3(O)[C@]2([H])CC[C@@](C(C)C)(O4)[C@H]3OC4=O)([H])[C@](C)(C(OC)=O)CCC1,27018.0
2731917,IB:9:K,,O=C1C[C@@]2(C)[C@](CCC2=O)([H])[C@@]3([H])[C@]1([C@@](C)(CCC(OCC4=CC=CC=C4Br)=O)OC(CC3)=O)[H],27019.0
2731933,IB:9:L,,O=C(N1CC2=CC=C(Cl)C=C2)CC[C@@]3(C)C1=CC[C@]([C@]([H])(CCC#N)C(C)=C4)([H])[C@]3([H])C4=O,27020.0
2731949,IB:9:M,,C[C@]1(CCN2)C(CC[C@]3([H])[C@]1([H])[C@@](O)([H])C=C(C)[C@]3(CCC#N)[H])=CC2=O,27021.0
2731965,IB:9:N,,C[C@]1(CCN2)C(CC[C@]3([H])[C@]1([H])[C@@]([H])(O)C=C(C)[C@]3(CCC#N)[H])=CC2=O,27022.0
2731981,IB:10:K,,C[C@]1(CCN2C(C3=CC=CC(Br)=C3)=O)C(CC[C@]4([H])[C@]1([H])[C@@](OC(C5=CC=CC(Br)=C5)=O)([H])C=C(C)[C@]4(CCC#N)[H])=CC2=O,27023.0
2731997,IB:10:L,,C[C@]1(CCN2C(C3=CC=C(Br)C=C3)=O)C(CC[C@]4([H])[C@]1([H])[C@@](OC(C5=CC=C(Br)C=C5)=O)([H])C=C(C)[C@]4(CCC#N)[H])=CC2=O,27024.0
2732013,IB:10:M,,C[C@]1(CCN2C(C3=CC(OCO4)=C4C=C3)=O)C(CC[C@]5([H])[C@]1([H])[C@@](OC(C6=CC=C(OCO7)C7=C6)=O)([H])C=C(C)[C@]5(CCC#N)[H])=CC2=O,27025.0
2732029,IB:10:N,,C[C@]1(CC2)C(CC[C@]([C@@](CCC#N)([H])C(C)=C3CC4=CC=C(Br)C=C4)([H])[C@]1([H])C3=O)=CN(CC5=CC=C(Br)C=C5)C2=O,27026.0
2732045,IB:11:K,,O=C1[C@@]([C@@](C)(CCC(N2CCCCC2)=O)OC(CC3)=O)([H])[C@]3([H])[C@@](CCC4=O)([H])[C@]4(C)C1,27027.0
2732061,IB:11:L,,C[C@@]12[C@]([C@]3([H])C[C@]([C@@](CCC45OCCO5)([H])[C@]4(C)C6)([H])[C@]2([H])C6=O)(O3)CC7(OCCO7)CC1,27028.0
2732077,IB:11:M,,O[C@@]1(C)C[C@@]2(C)[C@](CCC23OCCO3)([H])[C@]4([H])C[C@@](O5)([H])[C@@]65CC7(OCCO7)CC[C@]6(C)[C@]41[H],27029.0
2732093,IB:11:N,,O[C@@]1(CCCC)C[C@@]2(C)[C@](CCC23OCCO3)([H])[C@]4([H])C[C@@]5([H])[C@@]6(O5)CC7(OCCO7)CC[C@]6(C)[C@]41[H],27030.0
2732109,IB:12:K,,C=C1[C@@]2(O)C[C@]3(C1)[C@@H](C[N+](C)(C)C)C4=C(C)C=CC=C4[C@@]3([H])CC2.[I-],27031.0
2732125,IB:12:L,,[H][C@@]12[C@@](C[C@@]3(O)CC2)(CC3=C)[C@@H](C(NCC#N)=O)[C@]4([H])[C@@]5(C)[C@@H](O)[C@H](OC5=O)C=C41,27032.0
2732141,IB:12:M,,[H][C@@]1(CC2OC)[C@@H]3[C@H](N)C4=CC=C5C(OCO5)=C4[C@]1(CCN3C)CC2=O,27033.0
2732157,IB:12:N,,[H][C@@]1(C=C2OC)[C@@H]3[C@H](N)C4=CC=C5C(OCO5)=C4[C@]1(CCN3C)CNC2=O,27034.0
2732173,IB:13:K,,[H][C@@]12[C@@](C3=O)(C)[C@H](C=C[C@@]1(O3)[C@@]4([H])[C@@](C[C@@]5(O)CC4)(CC5=C)[C@H]2C(NCCO)=O)O,27035.0
2732189,IB:13:L,,[H][C@@]12[C@@](C[C@@]3(O)CC2)(CC3=C)[C@@H](C(NCC4=C(OC)C=C(OC)C=C4)=O)[C@]5([H])[C@@]6(C)[C@@H](O)[C@H](OC6=O)C=C51,27036.0
2732205,IB:13:M,,[H][C@]12[C@@](C[C@@]3(O)CC2)(CC3=C)[C@@H](C(NCCN)=O)[C@]4([H])[C@@]5(C)[C@@H](O)[C@H](OC5=O)C=C41,27037.0
2732221,IB:13:N,,C=C1[C@@]2(O)C[C@]3(C1)[C@@H](NCC4=C(O)C(O)=CC=C4)C5=C(C=CC=C5C)[C@@]3([H])CC2,27038.0
2732237,IB:14:K,,[H][C@@]12[C@@](C[C@@]3(O)CC2)(CC3=C)[C@@H](C(NCC4=CC=CO4)=O)[C@]5([H])[C@@]6(C)[C@@H](O)[C@H](OC6=O)C=C51,27039.0
2732253,IB:14:L,,O=C1CC[C@@]([C@]1(C)C2)([H])[C@]3([H])CCC([C@@](CCC(N[C@H](C(O)=O)[C@@H](C)CC)=O)(C)[C@@]3([H])C2=O)=O,27040.0
2732269,IB:14:M,,[H][C@@]12[C@@](C[C@@]3(O)CC2)(CC3=C)[C@@H](C(NCCC(OCC)=O)=O)[C@]4([H])[C@@]5(C)[C@@H](O)[C@H](OC5=O)C=C41,27041.0
2732285,IB:14:N,,C=C1[C@@]2(O)C[C@]3(C1)[C@@H](C(NCCN)=O)C4=C(C)C=CC=C4[C@@]3([H])CC2,27042.0
2732301,IB:15:K,,[H][C@@]12[C@](C)(C(O)=O)[C@@H](O)[C@H](O)C=C1[C@@]3([H])[C@@](C[C@@]4(O)CC3)(CC4=C)[C@H]2C(NCC5=CC=CO5)=O,27043.0
2732317,IB:15:L,,O=C1C(O)=C2C(C=C1)=C[C@H]3[C@](C=C4OC)([H])[C@@]2(CCN3C)CC4=O,27044.0
2732333,IB:15:M,,[H][C@@]1([C@@H](N)CO2)[C@@]2([H])[C@@H](N)CO1,27045.0
2732349,IB:15:N,,[H][C@@]1([C@H](OS(C2=CC=C(C)C=C2)(=O)=O)CO3)[C@@]3([H])[C@@H](N)CO1,27046.0
2732365,IB:16:K,,O=C1[C@]2(C(O)=O)C[C@@]3(C1)[C@@H](N)C4=C(C)C=CC=C4[C@@]3([H])CC2,27047.0
2732381,IB:16:L,,C=C1[C@@]2(O)C[C@]3(C1)[C@@H](CN)[C@]4([H])[C@@](C(O5)=O)(C)[C@H](N)C=C[C@@]45[C@]3([H])CC2,27048.0
2732397,IB:16:M,,[H][C@]12[C@](C[C@]3(C)CC2)(CC3O)[C@@H](CO)C4=C1C=CC=C4C,27049.0
2732413,IB:16:N,,[H][C@]12[C@](C[C@]3(C)CC2)(CC3=O)[C@@H](C(OC)=O)C4=C1C=CC=C4C,27050.0
2732429,IB:17:K,,[H][C@@]12[C@@]3(C)[C@@H](O)[C@H](OC3=O)C=C1[C@@]4([H])[C@@](C[C@@]5(O)CC4)(CC5=C)[C@H]2C(NCC6=CC=CC=C6F)=O,27051.0
2732445,IB:17:L,,CC(C)(N)C(C=C1)=CC2=C1[C@]3(C)C(CC2=O)[C@](C)(C(O)=O)CCC3,27052.0
2732461,IB:17:M,,CC(C)[C@@]1(OC2=O)[C@H](O2)C3=CC[C@@]4([H])[C@](C)(C(OC)=O)CCC[C@]4(C)C3CC1,27053.0
2732477,IB:17:N,,O=C1CC[C@@]([C@]1(C)C2)([H])[C@]3([H])CCC([C@@](CCC(N[C@H](C(OC)=O)C(C)C)=O)(C)[C@@]3([H])C2=O)=O,27054.0
2732493,IB:18:K,,[H][C@@]12[C@@](C3=O)(C)[C@H](C=C[C@@]1(O3)[C@@]4([H])[C@@](C[C@@]5(O)CC4)(CC5=C)[C@H]2NC(OCC6C(C=CC=C7)=C7C8=C6C=CC=C8)=O)O,27055.0
2732509,IB:18:L,,[H][C@@]12[C@@](C3=O)(C)[C@H](C=C[C@@]1(O3)[C@@]4([H])[C@@](C[C@@]5(O)CC4)(CC5=C)[C@H]2CN=[N+]=[N-])O,27056.0
2732525,IB:18:M,,O=C1C[C@]23[C@@H](CN(C)C)C4=C(C)C=CC=C4[C@@]2([H])CC[C@@]1(CO)C3,27057.0
2732541,IB:18:N,,O=C1C[C@]23[C@@H](NC(C)=O)C4=C(C)C=CC=C4[C@@]2([H])CC[C@@]1(C)C3,27058.0
2732557,IB:19:K,,OC1=C2C(C=CC3=CC4=NC(C=CC=C5)=C5N=C4C[C@]32CCN(C)C)=CC=C1OC,27059.0
2732573,IB:19:L,,O=C1C(OC)=C[C@]2([H])[C@@H]3CC4=CC=C(OC)C(O)=C4[C@]2(CCN3)C1,27060.0
2732589,IB:19:M,,CC(C)[C@](CC1)(OC2=O)[C@@H](O2)C([C@@H]3CN)[C@@]1([H])[C@]4(C)[C@]3([H])[C@](C)(C(OC)=O)CCC4,27061.0
2732605,IB:19:N,,[H][C@@]1([C@H](OS(C2=CC=C(C3=CC=CC=C3)C=C2)(=O)=O)CO4)[C@@]4([H])[C@@H](N(C)C)CO1,27062.0
2732621,IB:20:K,,C[C@]12[C@@](C([C@@H](O)C3)=O)(O)[C@@]3([C@@H](C)[C@H](C4=CCN5N(C(N(C6=CC=CC=C6)C5=O)=O)C4)C[C@H]2OC(CCl)=O)CC[C@H]1C,27063.0
2732637,IB:20:L,,C[C@@H]1[C@]23[C@]4([C@@H](O5)CC3)[C@@]1([H])[C@](C)(C=C)C[C@@]4([H])[C@@](C)(OS5=O)C(C)CC2,27064.0
2732653,IB:20:M,,C[C@]([C@@](C(CC1)=O)([H])[C@@]21[C@H]3C)([C@H](C)CC2)C(C[C@@](C)(C=C)C3=O)=O,27065.0
2732669,IB:20:N,,C[C@]12[C@@](C([C@@H](O)C3)=O)(O)[C@@]3([C@@H](C)[C@H](C(C=C)=C)C[C@H]2OC(C)=O)CC[C@H]1C,27066.0
2732685,IB:21:K,,O=C1[C@]2(CI)C[C@@]3(C1)[C@@H](C(OC)=O)[C@]4([H])[C@](C(O5)=O)(C)[C@@H](O)C=C[C@@]45[C@]3([H])CC2,27067.0
2732701,IB:21:L,,O=C1[C@]2(CBr)C[C@@]3(C1)[C@@H](C(OC)=O)[C@]4([H])[C@](C(O5)=O)(C)C(C=C[C@@]45[C@]3([H])CC2)=O,27068.0
2732717,IB:21:M,,[H][C@@]1([C@@H](OCC2=CN(CC3=CC[C@H]4C[C@@H]3C4(C)C)N=N2)CO5)[C@@]5([H])[C@H](OCC6=CN(CC7=CC[C@H]8C[C@@H]7C8(C)C)N=N6)CO1,27069.0
2732733,IB:21:N,,[H][C@]12[C@](C[C@](O3)(C)CC2)(CC3=O)[C@@H](C(NCC4=C(Cl)C=CC=C4Cl)=O)C5=C(C)C=CC=C51,27070.0
2732749,IB:4:G,,C[C@H]([C@]12C([C@H](OC)CC2)=C(CO)[C@]([C@@H](CC1)C)([H])C[C@]3(C=C)C)C3=O,27071.0
2732765,IB:4:I,,[H][C@]12[C@@](C(OC)=O)(C)CCC[C@]1(C)[C@]3([H])C([C@H](OC4=O)[C@@](O4)(C(C)C)CC3)=C(C(C=N5)=CN5C)C=C2,27072.0
2732781,IB:4:J,,[H][C@]12[C@@](C(OC)=O)(C)CCC[C@]1(C)[C@]3([H])C([C@H](OC4=O)[C@@](O4)(C(C)C)CC3)=C(C5=CC=C(NS(=O)(C)=O)C=C5)C=C2,27073.0
2732797,IB:5:G,,N[C@@H]([C@H]1OC(C)=O)C=C2[C@@H]3[C@]1([H])C4=CC(OCO5)=C5C=C4CN3CC2,27074.0
2732813,IB:5:H,,NC1=C[C@]2(CCN3C)[C@@](CC1=O)([H])[C@@H]3CC4=CC=C(OC)C(O)=C42,27075.0
2732829,IB:5:I,,OC1=CC=C([C@@H](OC/C=C(C)/C)[C@H]2[C@](C=C3OC)([H])[C@@]4(CCN2C)CC3=O)C4=C1O,27076.0
2732845,IB:5:J,,OC1=C2C(C([C@H]3[C@](C=C4OC)([H])[C@@]2(CCN3C)CC4=NOS(C5=CC=C(C)C=C5)(=O)=O)=O)=CC=C1OC,27077.0
2732861,IB:6:G,,O=C1C(OC)=C[C@]2([H])[C@@H]3C(C4=CC=C(OC)C(O)=C4[C@]2(CCN3C(OCC5=CC=CC=C5)=O)C1)=O,27078.0
2732877,IB:6:H,,[H][C@@]1([C@H](OCC2=CC=C(Br)C=C2)CO3)[C@@]3([H])[C@@H](N=[N+]=[N-])CO1,27079.0
2732893,IB:6:I,,OC1=CC=C([C@@H](OC)[C@H]2[C@](C=C3OC)([H])[C@@]4(CCN2C)CC3=O)C4=C1O,27080.0
2732909,IB:6:J,,OC1=C2C(C(C=C(C=C3OC)[C@@]2(CCN(C)C(OCC4=CC=CC=C4)=O)CC3=O)=O)=CC=C1OC,27081.0
2732925,IB:7:G,,C[C@@H]1CC[C@]2([H])[C@]34[C@@]1([H])CC[C@](OO4)(C)O[C@@]3([H])OC=C2C,27082.0
2732941,IB:7:H,,C[C@@H]1CC[C@]2([H])[C@]([C@H]3N(CC=C)C([C@@H]2C)=O)(O)[C@]1(C[C@H]3C(C)=O)[H],27083.0
2732957,IB:7:I,,C[C@@H]1CC[C@]([C@@H](C)C2=O)([H])[C@](C(NCC=C)C(C(C)=O)C3)(O2)[C@]13[H],27084.0
2732973,IB:7:J,,C[C@@H]1CC[C@H]2[C@@]3(OC[C@@H]2C)C=CCC[C@]31[H],27085.0
2732989,IB:8:G,,C[C@@]12C(CC=C3[C@]2([H])CCC(C(C)C)=C3)[C@](C)(C(NCCN)=O)CCC1,27086.0
2733005,IB:8:H,,C[C@@]12C(CC=C3[C@]2([H])CC[C@](O)(C(C)C)[C@@H]3N)[C@](C)(C(OC)=O)CCC1,27087.0
2733021,IB:8:I,,C[C@@]1(C(OC)=O)CCC[C@@]2(C)C1[C@@H](CN)[C@]3(O)[C@]2([H])CC[C@]4(C(C)C)[C@H]3OC(O4)=O,27088.0
2733037,IB:8:J,,C[C@@]12C(CC=C3[C@]2([H])CC[C@](O)(C(C)C)[C@@H]3N=[N+]=[N-])[C@](C)(C(OC)=O)CCC1,27089.0
2733053,IB:9:G,,C[C@@]12[C@](CC=C(C=C)[C@]2([H])CCC(C(C)C)=C)([H])[C@@](C(NCC3=CC=CC=C3)=O)(C)CCC1,27090.0
2733069,IB:9:H,,C[C@@]12[C@](CC=C(/C=C(C)\C)[C@]2([H])CCC(C(C)C)=O)([H])[C@@](C(NCC3=CC=CC=C3)=O)(C)CCC1,27091.0
2733085,IB:9:I,,C[C@]1(CCN2C(C)=O)C(CC[C@]3([H])[C@]1([H])[C@]([H])(OC(C)=O)C=C(C)[C@]3(CCC#N)[H])=CC2=O,27092.0
2733101,IB:9:J,,C[C@]1(CC2)C(CC[C@]([C@@](CCC#N)([H])C(C)=C3CC4=CC=CC=C4)([H])[C@]1([H])C3=O)=CN(CC5=CC=CC=C5)C2=O,27093.0
2733117,IB:10:G,,O=C1C[C@@]2(C)[C@](C=CC2=O)([H])[C@]3([H])CCC([C@@](CCN4)(C)[C@]31[H])=CC4=O,27094.0
2733133,IB:10:H,,O=C1C[C@@]2(C)[C@@]([H])(CCC(N2)=O)[C@]3([H])CCC([C@@](CCN4)(C)[C@]31[H])=CC4=O,27095.0
2733149,IB:10:I,,C[C@]1(CCN2C(C(C)C)=O)C(CC[C@]3([H])[C@]1([H])[C@@](OC(C(C)C)=O)([H])C=C(C)[C@]3(CCC#N)[H])=CC2=O,27096.0
2733165,IB:10:J,,C[C@]1(CCN2C(C3CCCCC3)=O)C(CC[C@]4([H])[C@]1([H])[C@@](OC(C5CCCCC5)=O)([H])C=C(C)[C@]4(CCC#N)[H])=CC2=O,27097.0
2733181,IB:11:G,,C[C@]1(CC2)C(CC[C@]([C@@](CCC#N)([H])C(C)=C3)([H])[C@]1([H])C3=O)=CN(C4=CC=C(OC)C=C4)C2=O,27098.0
2733197,IB:11:H,,C[C@]1(CC2)C(CC[C@]([C@@](CCC#N)([H])C(C)=C3)([H])[C@]1([H])C3=O)=CN(C4=CC=C(C(C)(C)C)C=C4)C2=O,27099.0
2733213,IB:11:I,,C[C@]1(CC2)C(CC[C@]([C@@](CCC#N)([H])C(C)=C3)([H])[C@]1([H])C3=O)=CN(C4=CC=C(C(F)(F)F)C=C4)C2=O,27100.0
2733229,IB:11:J,,O=C1[C@@]([C@@](C)(CCC(NCC2=CC=C(OC)C=C2)=O)OC(CC3)=O)([H])[C@]3([H])[C@@](CCC4=O)([H])[C@]4(C)C1,27101.0
