,DRUG_NAME,DRUG_NAME_ALT,SMILES,drug_id
1989782,DT2017-0010908,,O=C(N1CCC2=CC=CC=N2)C3=C(C1)N=C(OC)C(CNC(C)C4CCC4)=C3,8288.0
1989824,DT2017-0009741,,O=C(NCC1=CC=CN=C1N(CC)CC)C2=CC(C3=CC=CN3C)=NN2,8289.0
1989866,DT2017-0015333,,O=C(N[C@H]1C[C@H](C1)C(N=C2N)=CC(N2)=O)C3=CC(C4=CC=CC=C4OC)=NN3,8290.0
1989908,DT2017-0004336,,O=C(NC1CC2(OC1)CCCCC2)C3=C(N=CC(CCO)=C4)N4N=C3,8291.0
1989950,DT2017-0008277,,CC(N=NS1)=C1CN(C)C2=CC(C(C)C)=NC3=CC=NN23,8292.0
1989992,DT2017-0007949,,O=C(COCC1=NC2=CC=C(C)C=C2N1)N(CC3)[C@@H]4[C@@]3(OC)CC[C@H](O)C4,8293.0
1990034,DT2017-0006848,,O=C(C(N(C)C)C1=CC=C(C)C=C1)N(C)CC2(CCC2)CO,8294.0
1990076,DT2017-0020471,,O=C(N(CC1=CC(OC)=CC=C1)C2)CC23CCN(CC3)C4=NC=CC(N)=N4,8295.0
1990118,DT2017-0004041,,C12=NON=C1C=CC=C2CN(CCC3)CC3OCC4=NC=CC=C4,8296.0
1990160,DT2017-0004496,,O=C1N(CC(CC)CC)CC2(CCN(C(CCN3C=NN=C3)=O)CC2)O1,8297.0
1990202,DT2017-0015343,,N#CC1=C(C=CC=C1)C(N(C)CC2CN(C3CCCC3)C(C2)=O)=O,8298.0
1990244,DT2017-0013013,,O=C(NCC1=NNC(C)=N1)C2=CC(Cl)=CC=C2OC3CCN(C(C)=O)CC3,8299.0
1990286,DT2017-0020874,,O=C(C1=C2N(N=C1)C=CC=C2)N(C[C@H]3N)[C@@H](C3)C(NC(C)C)=O,8300.0
1990328,DT2017-0011732,,O=C(NCC1(C)COC1)C2=CC=CC(C3=NC=CC(OC)=N3)=C2,8301.0
1990370,DT2017-0006666,,O=C(C1=C(F)C=C(Cl)C=C1)N2C[C@](CN3C4CCCC4)(C(O)=O)[C@@H](C3)C2,8302.0
1990412,DT2017-0018381,,O=C(N1CCOCC1)C2=CC(N3CC(OC4=C(C)C=CC=C4C)C3)=NC=C2,8303.0
1990454,DT2017-0012261,,O=C(CN(C)CC1=CN=CC=C1)N[C@@H]2[C@@H](CC3=CC=CC=C3)[C@@H]4[C@H]2CCO4,8304.0
1990496,DT2017-0012029,,O=C(C1=CC=C(C(Cl)=C1)N2CCCC2)N(C[C@H]3C4)C[C@@H](CC3)N4CC5CC5,8305.0
1990537,DT2017-0004804,,O=C(C(C=C1)=CC2=C1NC(C)=N2)N(CC3)[C@@H](C4)[C@@]3(OC)CC[C@H]4NC(C)=O,8306.0
1990578,DT2017-0015924,,O=C(N(C(C=C1)=CC=C1OC)CC2)C(C)N2C(C3=CSC=C3)=O,8307.0
1990619,DT2017-0011088,,O=C(NCC1=NOC(C2OCCC2)=N1)C3=C(OCCO4)C4=CS3,8308.0
1990660,DT2017-0013952,,NC1=NC(C2COCC2)=CC(N3CC(C3)N(C(C)=C4)N=C4C)=N1,8309.0
1990701,DT2017-0002244,,O=C(NC(CC)C1=NC=NN1C)C2=CSC(C(C)C)=N2,8310.0
1990742,DT2017-0021039,,O=C(N1C(C)C)C2=C(C1)N=C(OC)C(CN(CCC3)CC3(O)CN(C)C)=C2,8311.0
1990783,DT2017-0019510,,O=C(O)[C@@H]([C@H](C1=CC=CC(F)=C1)C2)CN2CC3=NC(C)=NN3C,8312.0
1990824,DT2017-0005037,,O=C(C1=COC=C1)N(CC2)[C@@H](C3)[C@@]2(OC)CC[C@H]3NC(C4=CC(C)=NO4)=O,8313.0
1990865,DT2017-0001864,,O=S(C1=CNC(CC)=N1)(N[C@@H](COC2)[C@H]2N3CCCC3)=O,8314.0
1990906,DT2017-0004882,,CC(C)CN(CC1=CC=CO1)C2=NC=NC(C3COCC3)=C2,8315.0
1990947,DT2017-0018747,,FC(N1C=C2)=C(C(NCC3=C4N(N=C3)C=CC=N4)=O)N=C1C=C2C,8316.0
1990988,DT2017-0017604,,O=C(NCC1=CC(CCC2)=C2N=C1)C(CCC3)CN3CC,8317.0
1991029,DT2017-0019179,,O=C(CC1=CC2=C(C=C1Cl)OCCO2)N(CCC3)CC43OC(NC4)=O,8318.0
1991070,DT2017-0017775,,O=C1N(C)N=C(C2=CC(C(NCC3=NC4=C(CCCC4)C(C)=N3)=O)=CC=C2)C=C1,8319.0
1991111,DT2017-0004724,,O=C(N[C@@H]1[C@H]2CCO[C@H]2C1)C3=CC=C4C(N=CN4C)=C3,8320.0
1991152,DT2017-0011868,,O=C1N(C)C2(CCN(CC3=CN=C(N=C3)NCCC)CC2)C(C(O)=O)C1,8321.0
1991193,DT2017-0021073,,CN(C)CCN1C(C2CN(CCC2)C(N=N3)=CC=C3C)=NC=C1,8322.0
1991234,DT2017-0002619,,CN(CC1=CN(C2=CC=CC(C)=C2)N=C1)C3=NC(C)=NC(C4COCC4)=C3,8323.0
1991275,DT2017-0001921,,FC(N1C=C2)=C(C(NCC3OCC(N(C)C3)=O)=O)N=C1C=C2C,8324.0
1991316,DT2017-0005484,,O=C(NCCN(CCCC1)C1CO)C2=CC=C(C=C2)C3=NC(C)=CN=C3C,8325.0
1991357,DT2017-0001140,,CN(C)C1=NSC(C2=C3C(N=C(C)C=C3)=C(OC)C=C2)=N1,8326.0
1991398,DT2017-0019130,,O=C(NCCC1=C(C)NN=C1C)C2(CCCCC2)N3CCCCC3,8327.0
1991439,DT2017-0016811,,O=S1(C[C@@H]([C@H](N2C(C)=O)C1)N(CC2)C(C3=CN=C(NCC)N=C3)=O)=O,8328.0
1991480,DT2017-0011304,,O=C(NCC1OCCNC1)C2=CC=CC(C(C=CC3=CC=C4)=NC3=C4OC)=C2,8329.0
1991521,DT2017-0011071,,O=C(N(C)CC(C=CC=C1)=C1CN2CCCC2)NC(C)C3=CSC=C3,8330.0
1991562,DT2017-0018525,,O=C(O)[C@H](CN1CC2=CC3=C(C=C2Cl)OCO3)[C@@H](C1)C4=CC=CC(F)=C4,8331.0
1991603,DT2017-0017672,,CN1C(CN2[C@@H]3[C@@](CC2)(OC)CC[C@H](OC)C3)=CC4=CC(C)=CC=C14,8332.0
1991644,DT2017-0001168,,O=C(N)CC1=NN(C2CCCCC2)C(C3=CC=C(C(N=C4)=C3)N4CCO)=N1,8333.0
1991685,DT2017-0014205,,O=S1(C[C@@H]([C@H](N2CCC(O)=O)C1)N(CC2)CC(C(C)=C3)=CC=C3F)=O,8334.0
1991726,DT2017-0008472,,O=C(NC(C)CCN1N=CC=C1)C2=CC3=C(C=C2)SC4=C3CCNC4=O,8335.0
1991767,DT2017-0007420,,O=C1CCC2(CCN(CC2)CC3=NON=C3C)CN1CCCO,8336.0
1991808,DT2017-0009407,,O=S(C1=CN(N=C1)CCC)(N[C@@H]2[C@@H](OC)CN(C)C2)=O,8337.0
1991849,DT2017-0009156,,O=S(N1CCCCCC1)(NCC2=NC=CN2CCC)=O,8338.0
1991890,DT2017-0013819,,O=C(C)N[C@H](C1)C[C@H](O[C@H]1CC2=CC=CC=C2)C3=CC(OC)=CC=C3OC,8339.0
1991931,DT2017-0010978,,O=C(N1CCC(CC1)N2C=NN=C2)C(C=CC3=CC=C4)=NC3=C4Cl,8340.0
1991972,DT2017-0002360,,O=C(N(C)CC1=NC(C)=CN1)C(C=C2)=CN(C2=N3)C=C3C,8341.0
1992013,DT2017-0001834,,O=C(C1NC2=CC=C(Cl)C=C2C1)N3CC(N4CCOCC4)C3,8342.0
1992054,DT2017-0005575,,O=C(N(CC1)CCC1C(O)C2=NC=CN2C)CC(C3=CC(C)=C4)=C(C)NC3=C4C,8343.0
1992095,DT2017-0016674,,O=C(CN(CCC1)C1=O)N2CC3=CC(C(O)CN(C)C)=NN3CCC2,8344.0
1992136,DT2017-0002703,,O=S(C1=CNN=C1)(NCC2(CN3C=NC=C3)CC2)=O,8345.0
1992177,DT2017-0003032,,O=C(NCC1=CN(N=C1C)CC)N(CCC2)C2C3=NC4=C(C)C=CC=C4N3,8346.0
1992218,DT2017-0013164,,COC1=CC(CCC2)=C2C=C1CNC3=NC(COC)=NC(C4COCC4)=C3,8347.0
1992259,DT2017-0020963,,O=C(N(C)CC1=CSC(C2=CC=CS2)=N1)C3=NN4CCCN(C)CC4=C3,8348.0
1992300,DT2017-0020695,,O=C(C(C=C1)=CC=C1C2=NNC=C2)N[C@@H]3[C@H]4CCO[C@H]4C3,8349.0
1992341,DT2017-0013677,,O=C(N1)C(CC(NCC2(CCOCC2)N(C)C)=O)=CNC1=O,8350.0
1992382,DT2017-0018634,,O=C1N(C)CC2(CCN(CC2)C(C3=CN=C(C4=CC=CN=C4)N=C3)=O)O1,8351.0
1992423,DT2017-0005276,,O=S1(C[C@H]([C@@H](N2C(C3=CN=C(NC)N=C3)=O)C1)N(CC2)C(N(C)C)=O)=O,8352.0
1992464,DT2017-0002445,,O=C(N(CC)CC1=CN(N=C1)CC)NCC2=NN(C)C3=CC=CC(Cl)=C23,8353.0
1992505,DT2017-0011120,,CC1=CN(N=C1)C(C)CNC2=CC(C(C)C)=NC3=CC(C)=NN32,8354.0
1992546,DT2017-0007954,,O=C(NCC1=C(N=CC=C2)N2N=C1)C3=CC=C(C4=NC=CN4)S3,8355.0
1992587,DT2017-0010115,,O=C(NC1CN(CCC1)C2=NC=CN=C2)C3=CC(C)=NC4=CC(C)=CC(C)=C34,8356.0
1992628,DT2017-0016882,,O=C(N(CC)CC1=CC=NC=C1)NCC2=CN=CN2C3CC3,8357.0
1992669,DT2017-0005888,,O=C(NCC1=NOC(C2CC2)=C1)C3=NN4C=CC=NC4=C3,8358.0
1992710,DT2017-0020379,,O=C(N1CCOCC1)C2=NC(N3CC(NCC3)C)=CN=C2,8359.0
1992751,DT2017-0013679,,O=S(N[C@H]1[C@H](C(C)C)CN(C(CCN2N=NN=C2C)=O)C1)(N(C)C)=O,8360.0
1992792,DT2017-0013586,,FC(F)OC1=C(C=CC=C1)CN(C[C@@H]2C3)[C@H](CC2)CN3C,8361.0
1992833,DT2017-0000090,,OC1CN(CCOC1)CC2=CC3=C(C=C2OC)OCCCO3,8362.0
1992874,DT2017-0019528,,O=C(N[C@@H]1[C@H]2CCO[C@H]2C1)C(C=C3C4=CC=CC=C4)=NN3C,8363.0
1992915,DT2017-0003378,,O=C1N(CC)CC2(CCN(CC3=NC(C(C=C3)=CC=C4)=C4F)CC2)CC1,8364.0
1992956,DT2017-0003544,,CN(CC1=CN=C(N=C1)CC)CC2(CCCCC2)N3CCOCC3,8365.0
1992997,DT2017-0004486,,OC1CCN(CC1)C2=NC(N(C)C)=NC(CC3)=C2CN3CC4=CC=NC=C4,8366.0
1993038,DT2017-0009010,,C1(C2=CC3=C(C=CC=C3)O2)=NC(C4COCC4)=NO1,8367.0
1993079,DT2017-0020566,,O=C(N1C)C(CN2C(C(N=N3)=CN3CCC4NCCCC4)=O)=C(C2)N=C1C,8368.0
1993120,DT2017-0007471,,O=C(N(CC)C(C)C)C1=CC(C2=CN=C(C3CC3)N=C2)=NC4=CC(C)=CC=C41,8369.0
1993161,DT2017-0004406,,OC(C1=NN2CCN(CC3=CC=CC(C4=CC=CO4)=C3)CC2=C1)C5=CC=NN5C,8370.0
1993202,DT2017-0010590,,O=C(N(C)CC1=NC2=CC=CC=C2N=C1)C3=CC=C(C4OCCC4)S3,8371.0
1993243,DT2017-0000262,,O=S(CCN1C(C2=C(C)C(C)=NC3=CC=C(C)C=C23)=O)(CC1)=O,8372.0
1993284,DT2017-0017633,,O=C(C1=CC=CC(OC)=C1N=C2)N2[C@H]([C@@H](OC)C3)CN3C(C)C,8373.0
1993325,DT2017-0000105,,OC(CC1)(CN(C)C)CN1CC2=CC=C3C(N(CC)C=C3)=C2,8374.0
1993366,DT2017-0011702,,CC1=NC=NC(OC)=C1C2=C3C(N=CC=C3)=C(C)C=C2,8375.0
1993407,DT2017-0008916,,O=C(N(CCN(C)C)C1)CC1C(NCC(N2)=NC3=C2C=CC(C)=C3C)=O,8376.0
1993448,DT2017-0009195,,O=C1N(C)CC2(CCN(CCC2)C(CCN3C=NN=C3)=O)O1,8377.0
1993489,DT2017-0005939,,O=C(N[C@@H]1[C@@H](COC1)CC2=CC(C)=NO2)C3=CN=C(N=C3)C4=CC=NC=C4,8378.0
1993530,DT2017-0014238,,O=C1N(C)C(C(N(C[C@H]2C3)C[C@@H](CC2)N3CC4CC4)=O)=CC(N1C)=O,8379.0
1993571,DT2017-0011439,,O=C(NC(C)C1=NN=CN1CCOC)C2=C(C)C3=CC(C)=CC(C)=C3N2,8380.0
1993612,DT2017-0001347,,O=C(N1CC(C2=CC=NC=C2)C1)C3=CC4=CC=CC(C)=C4N=C3C,8381.0
1993653,DT2017-0006941,,O=C(NCCC1)C1NC2=CC(C(C)C)=NC3=CC(C)=NN32,8382.0
1993694,DT2017-0006495,,O=S1(C[C@@H]([C@H](N2CCC(O)=O)C1)N(CC2)C(C3=CC=C(F)C=C3)=O)=O,8383.0
1993735,DT2017-0007425,,O=S1(C[C@@H]([C@H](N(CC2=CC=NC=C2)CC3)C1)N3C(COCC)=O)=O,8384.0
1993776,DT2017-0015863,,O=C(CNC)N(CC1OCCC1)CC2CCN(CC2)C3CC4=CC=CC=C4C3,8385.0
1993817,DT2017-0009168,,NC1=NC(C2COCC2)=CC(N(CC)CC3=CN(N=C3)CC)=N1,8386.0
1993858,DT2017-0018809,,CN(CC1=NC=CN1CC)C2=CC(CC)=NC3=CC=NN23,8387.0
1993899,DT2017-0004371,,O=C(NCCC1=NOC(C(F)(F)F)=N1)[C@H](CCC2)[C@]3([H])N2CCCC3,8388.0
1993940,DT2017-0005619,,O=C(NCCC1COCC1)C2=CC=CC(C3=C4C(N=CC=C4)=C(OC)C=C3)=C2,8389.0
1993981,DT2017-0020882,,O=C(N(CC1)CCN1C(N)=O)C(C=CC=C2)=C2C3CNCC3,8390.0
1994022,DT2017-0000933,,CN1C(C2CN(CCC2)C3CCOCC3)=NN=C1CN4C=NC=C4,8391.0
1994063,DT2017-0009982,,O=C(COCC1=NC2=C(C)C=CC=C2N1)NCC3=C(N=CC=C4)N4N=C3,8392.0
1994986,DT2012-0343685,,CN1C(=O)N(CCC#N)C(=O)c2c1nc3N(CC(O)Cn23)c4ccc(C)cc4,8393.0
2009641,DT2012-0218529,,Fc1cccc(c1F)c2nnc3sc(nn23)c4cncc(Br)c4,8394.0
2015393,DT2012-0223639,,O=C(NCCNC(=O)c1nc2ccccc2s1)c3cccnc3,8395.0
2015435,DT2012-0224010,,CNC(=O)c1onc(COc2ccccc2NC(=O)C)n1,8396.0
2015477,DT2012-0223456,,CN(C)CC1=C(C(=O)c2cccc(Br)c2)C(=O)N(C)C(=O)N1C,8397.0
2015519,DT2012-0219078,,Cc1ccnc(SCC2=CC(=O)NC(=N2)Nc3ccccc3)n1,8398.0
2015561,DT2012-0219254,,COc1cc(ccc1O)C2N(C)C(=O)c3[nH]nc(c4ccc(F)cc4)c23,8399.0
2015603,DT2012-0220447,,COCCN1C=Cc2c(cnc3nc(SC)nn23)C1=O,8400.0
2015645,DT2012-0218079,,CC(C)c1nc2oc3C(=O)N(CC=C)C=Nc3c2c4CC(C)(C)OCc14,8401.0
2015687,DT2012-0219702,,Clc1ccccc1c2nc3ncc4C(=O)N(Cc5occc5)C=Cc4n3n2,8402.0
2015729,DT2012-0223591,,Cn1nnc(NC(=O)c2oc(cc2)c3cccc(Cl)c3)n1,8403.0
2015771,DT2012-0225615,,CC(NC(=O)c1onc(COc2ccccc2NC(=O)C)n1)c3ccccc3,8404.0
2015813,DT2012-0223907,,O=C(Nc1ccccc1c2onc(Cc3ccccc3)n2)c4occc4,8405.0
2015855,DT2012-0218357,,CC(=O)N1CCN(CC1)c2ccc(NC(=O)CSc3nncn3C)cc2,8406.0
2015897,DT2012-0219920,,Cc1cc(C)nc(n1)N2CC(=O)N=C2NCCc3c[nH]c4ccccc34,8407.0
2015939,DT2012-0218821,,Cc1nn2c3C=CN(C(=O)c3cnc2c1c4ccc(Cl)cc4)c5nccs5,8408.0
2015981,DT2012-0219167,,NC(=O)CN1C=Nc2c(oc3nc(c4CCCCc4c23)c5ccccc5)C1=O,8409.0
2016023,DT2012-0219834,,COC(=O)c1cc2C(=O)N(C=Cc2nc1C)c3ccccc3OC,8410.0
2016065,DT2012-0225453,,Cc1ccc(cc1)N2CC3=NC(=O)NN3C2=O,8411.0
2016107,DT2012-0225952,,CC(=O)Nc1ccccc1OCc2noc(n2)C(=O)NCc3ccc(F)cc3,8412.0
2016149,DT2012-0224107,,Cl.O=C(NCCCNC1CCCCC1)c2nc3ccccc3s2,8413.0
2016191,DT2012-0218599,,COc1ccc(cc1)c2n[nH]c3C(=O)N(C)C(c4ccc(O)cc4)c23,8414.0
2016233,DT2012-0219856,,COc1ccc(cc1)c2nc3ncc4C(=O)N(C)C=Cc4n3n2,8415.0
2016275,DT2012-0218943,,CCOC(=O)N1CCN(CC1)c2nc(C)c3C(=O)CC(C)(C)Cc3n2,8416.0
2016317,DT2012-0218080,,Cc1cnc(NC(=O)CSc2ncc(F)c(n2)N3CCCC3)s1,8417.0
2016359,DT2012-0219954,,COc1ccc(CNc2nc3ccccc3[nH]2)cc1OC,8418.0
2016401,DT2012-0225195,,Clc1ccc(cc1)N2CC3=NC(=O)N(CC=C)N3C2=O,8419.0
2016443,DT2012-0224043,,NC(=O)Cn1cnc(Cl)c1Cl,8420.0
2016485,DT2012-0225633,,OC(=O)c1ccc(Cl)c(c1)n2cccc2,8421.0
2016527,DT2012-0219095,,CN1CCN(CC1)C2=NC(=CC(=O)N2)CSc3nccc(C)n3,8422.0
2016569,DT2012-0218882,,CSc1nc2ncc3C(=O)N(CCc4ccccc4)C=Cc3n2n1,8423.0
2016611,DT2012-0218769,,CCCc1nc2c(c(C)c(C)n2CCN(C)C)c(N)c1CC,8424.0
2016653,DT2012-0219458,,COCCN1C(c2cccc(O)c2)c3c(C)n[nH]c3C1=O,8425.0
2016695,DT2012-0220124,,CCc1nc2c(c(C)c(C)n2CCN3CCOCC3)c(N)c1C,8426.0
2016737,DT2012-0225529,,COc1ccc(cc1)N2CC3=NC(=O)N(CC(=O)N4CCCC4)N3C2=O,8427.0
2016779,DT2012-0224162,,CN(C)CC1=C(C(=O)c2ccccc2Br)C(=O)N(C)C(=O)N1C,8428.0
2016821,DT2012-0224376,,Cc1ccc(cc1)N2CC3=NC(=O)N(CC(=O)N4CCCC4)N3C2=O,8429.0
2016863,DT2012-0220561,,CN1C=Cc2c(cnc3nc(nn23)c4ccccc4)C1=O,8430.0
2016905,DT2012-0218469,,COc1cccc(c1)N2C=Cc3c(cnc4c(c(C)nn34)c5ccccc5)C2=O,8431.0
2016947,DT2012-0218658,,COC(=O)c1cc2C(=O)N(C=Cc2nc1C)c3nnc(C)[nH]3,8432.0
2016989,DT2012-0220222,,O=C1CCCc2[nH]nc(c3ccccc3)c12,8433.0
2017031,DT2012-0219189,,CCc1nn2C(=N)C(=NNc2c1c3ccccc3)C#N,8434.0
2017073,DT2012-0223653,,Cc1nn(C2=NNC(=O)C=C2)c3NC(=O)CC(c4ccnc5ccccc45)c13,8435.0
2017115,DT2012-0224625,,O=C(COc1ccccc1)Nc2ccccc2c3onc(n3)c4ccccn4,8436.0
2017157,DT2012-0225625,,CC(=O)Nc1ccccc1OCc2noc(n2)C(=O)NC3CCCC3,8437.0
2017199,DT2012-0218293,,CSc1nc2ncc3C(=O)N(Cc4ccccn4)C=Cc3n2n1,8438.0
2017241,DT2012-0218105,,COC(=O)c1cc2C(=O)N(C=Cc2nc1C)c3cccc(Cl)c3Cl,8439.0
2017283,DT2012-0219706,,CN1C(=Nc2ccccc2C1=O)SCC(=O)Nc3nccs3,8440.0
2017325,DT2012-0220440,,CN1C=Cc2c(cnc3ncnn23)C1=O,8441.0
2017367,DT2012-0219196,,Oc1ccccc1NC(=O)CSc2ncc(F)c(n2)N3CCCC3,8442.0
2017409,DT2012-0224137,,OC(=O)Cn1cnc(Cl)c1Cl,8443.0
2017451,DT2012-0224353,,COc1ccc(CCNC(=O)c2nc3ccccc3s2)cc1OC,8444.0
2017493,DT2012-0225205,,CC(=O)Nc1ccccc1OCc2noc(n2)C(=O)NCc3ccncc3,8445.0
2017535,DT2012-0219010,,Cc1nn2c3C=CN(C(=O)c3cnc2c1c4ccccc4)c5ccccc5,8446.0
2017577,DT2012-0218816,,Cc1c(C)n(c2cccnc2)c3nc4CCCCc4c(N)c13,8447.0
2017619,DT2012-0218398,,Fc1cnc(SCC(=O)Nc2nccs2)nc1N3CCCC3,8448.0
2017661,DT2012-0219505,,CCc1nc2ncc3C(=O)N(CCCN(C)C)C=Cc3n2n1,8449.0
2017703,DT2012-0220509,,Cc1nc2ccc(NC(=O)CSc3nncn3C)cc2[nH]1,8450.0
2017745,DT2012-0223478,,CN(C)CC1=C(C(=O)c2ccccc2C)C(=O)N(C)C(=O)N1C,8451.0
2017787,DT2012-0225331,,CC(=O)N1CCN(CC1)C(C(=O)O)c2c[nH]c3cc(CO)ccc23,8452.0
2017829,DT2012-0224756,,CC(=O)Nc1ccccc1OCc2noc(n2)C(=O)NCCn3nc(C)cc3C,8453.0
2017871,DT2012-0218742,,COC(=O)c1cc2C(=O)N(C=Cc2nc1C)c3ccc4OCCOc4c3,8454.0
2017913,DT2012-0219964,,Cc1nc(nc2sc3C(=O)N(CC(=O)N)C=Nc3c12)c4ccccc4Cl,8455.0
2017955,DT2012-0220132,,COc1cc(ccc1O)C2N(C)C(=O)c3[nH]nc(c4ccccc4)c23,8456.0
2017997,DT2012-0219421,,CCc1nn2c3C=CN(C(=O)c3nnc2c1c4ccccc4)c5ccccc5OC,8457.0
2018039,DT2012-0219377,,CN(C)c1nc(C)c(s1)C(=O)O,8458.0
2018081,DT2012-0225686,,COc1cccc(c1)C(=O)Nc2ccccc2c3onc(Cc4ccccc4)n3,8459.0
2018123,DT2012-0224554,,CN1N2C(=NC1=O)CN(C2=O)c3cccc(F)c3,8460.0
2018165,DT2012-0224280,,CC(C)C(=O)Nc1ccc2[nH]cc(C(N3CCN(CCC#N)CC3)C(=O)O)c2c1,8461.0
2018207,DT2012-0218235,,Cc1nc2c(c(C)c(C)n2CCN3CCOCC3)c(N)c1Cc4ccccc4,8462.0
2018249,DT2012-0219162,,CC(C)NC(=O)CCN1C(=O)N(C)c2sc3CCCc3c2C1=O,8463.0
2018291,DT2012-0219064,,CCOC(=O)c1nnc2c(c(COC)nn2c1N)c3ccc(OC)cc3,8464.0
2018333,DT2012-0218721,,Cc1c(C)n(Cc2cccnc2)c3nc4CCCCCc4c(N)c13,8465.0
2018375,DT2012-0219326,,COCCN1C(c2ccc(Cl)cc2Cl)c3c(C)n[nH]c3C1=O,8466.0
2018417,DT2012-0223987,,CS(=O)(=O)Nc1ccccc1c2onc(Cc3ccccc3)n2,8467.0
2018459,DT2012-0226293,,COC(=O)CN1N2C(=O)N(CC2=NC1=O)c3ccc(Cl)cc3,8468.0
2018501,DT2012-0225907,,CN(C)CC1=C(C(=O)c2ccc(cc2)C(C)(C)C)C(=O)N(C)C(=O)N1C,8469.0
2018543,DT2012-0220505,,CC1=C(CCC(=O)Nc2ccccc2)C(=O)n3nc(C)c(c4ccccc4)c3N1,8470.0
2018585,DT2012-0218963,,COc1cccc(c1)c2n[nH]c3C(=O)N(C)C(c4ccc(O)c(OC)c4)c23,8471.0
2018627,DT2012-0218864,,FC(F)(F)c1nc2ncc3C(=O)N(CCc4cccs4)C=Cc3n2n1,8472.0
2018669,DT2012-0218962,,CN(C)c1ccc(\C=C\c2nc(N)nc3nc4ccccc4n23)cc1,8473.0
2018711,DT2012-0220102,,Brc1ccc(cc1)c2ccnc3N=C(NC(=O)c23)N4CCCCC4,8474.0
2018753,DT2012-0224883,,Clc1cccc(c1)c2oc(nn2)c3ccc4OCCOc4c3,8475.0
2018795,DT2012-0225813,,COC(=O)CN1N2C(=NC1=O)CN(C2=O)c3cccc(OC)c3,8476.0
2018837,DT2012-0226370,,COc1ccc(cc1OC)c2noc(n2)c3ccccc3NC(=O)C(C)C,8477.0
2018879,DT2012-0218346,,CN1C(=O)N(CCC(=O)O)C(=O)c2c3CCCc3sc12,8478.0
2018921,DT2012-0219890,,CC(C)c1ccc(NC(=O)C2CC(=O)Nc3nc(nc(N)c23)N4CCCC4)cc1,8479.0
2018963,DT2012-0218969,,Cc1onc(c1)c2nn3c(nnc3s2)c4cnccn4,8480.0
2019005,DT2012-0218752,,CN1C=Nc2c(oc3nc(c4CCCc4c23)c5ccccc5)C1=O,8481.0
2019046,DT2012-0220291,,CN1C=Cc2c(cnc3nc(nn23)C(F)(F)F)C1=O,8482.0
2021681,DT2012-0223230,,Cc1nn(c2NC(=O)CC(c3ccc4ncccc4c3)c12)c5ccc(Cl)nn5,8483.0
2021723,DT2012-0223632,,O=C(NCCNC(=O)c1nc2ccccc2s1)c3ccncc3,8484.0
2021765,DT2012-0223947,,CC(=O)Nc1ccccc1OCc2noc(n2)C(=O)NCc3cccnc3,8485.0
2021807,DT2012-0219262,,COc1ccc(cc1)n2nc3c(C)nnc(C)c3c2C,8486.0
2021849,DT2012-0220565,,CN(C)CCN1C=Nc2c(sc3nc(Cc4ccccc4)nc(C)c23)C1=O,8487.0
2021891,DT2012-0219991,,COCCN1C(c2ccccn2)c3c(n[nH]c3C1=O)c4ccccc4,8488.0
2021933,DT2012-0220485,,CN1CCN(CC1)c2ncc3C(=O)N(Cc4ccc5OCOc5c4)C=Cc3n2,8489.0
2021975,DT2012-0219022,,COCCN1C(c2ccc(O)c(OC)c2)c3c(C)n[nH]c3C1=O,8490.0
2198992,BRD-K97368044-001-01-6,,CCc1cnc(CN2CCC(O)(CC2)c2cc(OC)cc(OC)c2)o1,8491.0
2199008,BRD-A17451563-001-01-0,,CC1CN2CCCC2CN1C(=O)C1COCCO1,8492.0
2199024,BRD-A30426239-001-01-9,,COc1ccc(CNC(=O)CN2CCCC(C2)c2nnc3ccccn23)cc1,8493.0
2199040,BRD-A95110383-001-07-2,,CCOC(=O)C1(Cc2ccccc2C)CCCN(C1)C(=O)c1ccc(OC)o1,8494.0
2199056,BRD-K41870252-001-01-5,,COc1cc(CNc2cnn(CCN3CCCCC3)c2)cc2OCOc12,8495.0
2199072,BRD-A81537456-001-01-7,,COC(C(=O)Nc1cc(ccc1F)-n1nnnc1C)c1ccccc1,8496.0
2199088,BRD-A95126156-001-01-6,,CC(Nc1cc(ncn1)N1CCOCC1)C1COc2ccccc12,8497.0
2199104,BRD-A91858294-001-01-1,,OC1(CCN(CC1)C(=O)CN1C2CC3CC(C2)CC(C3)C1=O)c1ccccn1,8498.0
2199120,BRD-K02878309-001-01-8,,CN(Cc1cc(no1)-c1ccccn1)C(=O)C[C@@H]1C[C@H]2C[C@@H]1C=C2,8499.0
2199136,BRD-K69255937-001-01-9,,Fc1ccc(cc1)-n1cnc2CN(CCc12)C(=O)N1CCOCC1,8500.0
2199152,BRD-K39872257-001-01-0,,Fc1ccc(cc1)C(=O)N1CCCN(CC1)c1ccc(cn1)C(F)(F)F,8501.0
2199168,BRD-A28628862-001-01-8,,CCC(N1CCC(CC1)C(O)C(=O)OC)c1ccc(F)cc1,8502.0
2199184,BRD-A71636792-001-01-2,,CC(C)c1nnc(o1)C1COCCN1C(=O)CCOCC1CCCO1,8503.0
2199200,BRD-A30043182-001-01-9,,COCC#CCN1CCC(C)CC1c1ccco1,8504.0
2199216,BRD-A13508755-001-01-9,,CSc1nc(nc(C)c1C(=O)N1CCS(=O)CC(C)C1)-c1ccco1,8505.0
